date,home_team,home_continent,away_team,away_continent,team,scorer,minute,own_goal,penalty
3/5/1990,Algeria,Africa,Ivory Coast,Africa,Algeria,Tahar Chérif El-Ouazzani,81,FALSE,FALSE
3/5/1990,Algeria,Africa,Ivory Coast,Africa,Algeria,Chérif Oudjani,82,FALSE,FALSE
3/5/1990,Nigeria,Africa,Egypt,Africa,Nigeria,Rashidi Yekini,8,FALSE,FALSE
3/6/1990,Cameroon,Africa,Senegal,Africa,Senegal,Mamadou Diallo,45,FALSE,FALSE
3/6/1990,Cameroon,Africa,Senegal,Africa,Senegal,Moussa N'Dao,56,FALSE,FALSE
3/6/1990,Zambia,Africa,Kenya,Africa,Zambia,Linos Makwaza,40,FALSE,FALSE
3/8/1990,Algeria,Africa,Egypt,Africa,Algeria,Djamel Amani,39,FALSE,FALSE
3/8/1990,Algeria,Africa,Egypt,Africa,Algeria,Moussa Saïb,43,FALSE,FALSE
3/8/1990,Nigeria,Africa,Ivory Coast,Africa,Nigeria,Rashidi Yekini,3,FALSE,FALSE
3/9/1990,Cameroon,Africa,Kenya,Africa,Cameroon,Emmanuel Maboang,28,FALSE,FALSE
3/9/1990,Cameroon,Africa,Kenya,Africa,Cameroon,Emmanuel Maboang,69,FALSE,FALSE
3/12/1990,Algeria,Africa,Senegal,Africa,Algeria,Djamel Menad,4,FALSE,FALSE
3/12/1990,Algeria,Africa,Senegal,Africa,Senegal,Abdelhakim Serrar,20,TRUE,FALSE
3/12/1990,Algeria,Africa,Senegal,Africa,Algeria,Djamel Amani,62,FALSE,FALSE
3/12/1990,Nigeria,Africa,Zambia,Africa,Nigeria,Uche Okechukwu,18,FALSE,FALSE
3/12/1990,Nigeria,Africa,Zambia,Africa,Nigeria,Rashidi Yekini,77,FALSE,FALSE
3/15/1990,Senegal,Africa,Zambia,Africa,Zambia,Webster Chikabala,73,FALSE,FALSE
3/16/1990,Algeria,Africa,Nigeria,Africa,Algeria,Chérif Oudjani,38,FALSE,FALSE
5/30/1990,Iceland,Europe,Albania,Europe,Iceland,Arnór Guðjohnsen,41,FALSE,FALSE
5/30/1990,Iceland,Europe,Albania,Europe,Iceland,Atli Eðvaldsson,82,FALSE,FALSE
6/8/1990,Argentina,South America,Cameroon,Africa,Cameroon,François Omam-Biyik,67,FALSE,FALSE
6/9/1990,Italy,Europe,Austria,Europe,Italy,Salvatore Schillaci,78,FALSE,FALSE
6/9/1990,Russia,Europe/Asia,Romania,Europe,Romania,Marius Lăcătuș,41,FALSE,FALSE
6/9/1990,Russia,Europe/Asia,Romania,Europe,Romania,Marius Lăcătuș,55,FALSE,TRUE
6/9/1990,United Arab Emirates,Asia,Colombia,South America,Colombia,Bernardo Redín,50,FALSE,FALSE
6/9/1990,United Arab Emirates,Asia,Colombia,South America,Colombia,Carlos Valderrama,85,FALSE,FALSE
6/10/1990,Brazil,South America,Sweden,Europe,Brazil,Careca,40,FALSE,FALSE
6/10/1990,Brazil,South America,Sweden,Europe,Brazil,Careca,63,FALSE,FALSE
6/10/1990,Brazil,South America,Sweden,Europe,Sweden,Tomas Brolin,79,FALSE,FALSE
6/10/1990,Germany,Europe,Yugoslavia,Europe,Germany,Lothar Matthäus,28,FALSE,FALSE
6/10/1990,Germany,Europe,Yugoslavia,Europe,Germany,Jürgen Klinsmann,39,FALSE,FALSE
6/10/1990,Germany,Europe,Yugoslavia,Europe,Yugoslavia,Davor Jozić,55,FALSE,FALSE
6/10/1990,Germany,Europe,Yugoslavia,Europe,Germany,Lothar Matthäus,64,FALSE,FALSE
6/10/1990,Germany,Europe,Yugoslavia,Europe,Germany,Rudi Völler,70,FALSE,FALSE
6/10/1990,United States,North America,Czechoslovakia,Europe,Czechoslovakia,Tomáš Skuhravý,26,FALSE,FALSE
6/10/1990,United States,North America,Czechoslovakia,Europe,Czechoslovakia,Michal Bílek,40,FALSE,TRUE
6/10/1990,United States,North America,Czechoslovakia,Europe,Czechoslovakia,Ivan Hašek,50,FALSE,FALSE
6/10/1990,United States,North America,Czechoslovakia,Europe,United States,Paul Caligiuri,60,FALSE,FALSE
6/10/1990,United States,North America,Czechoslovakia,Europe,Czechoslovakia,Tomáš Skuhravý,78,FALSE,FALSE
6/10/1990,United States,North America,Czechoslovakia,Europe,Czechoslovakia,Milan Luhový,90,FALSE,FALSE
6/11/1990,Costa Rica,North America,Scotland,Europe,Costa Rica,Juan Cayasso,49,FALSE,FALSE
6/11/1990,England,Europe,Republic of Ireland,Europe,England,Gary Lineker,9,FALSE,FALSE
6/11/1990,England,Europe,Republic of Ireland,Europe,Republic of Ireland,Kevin Sheedy,73,FALSE,FALSE
6/12/1990,Belgium,Europe,South Korea,Asia,Belgium,Marc Degryse,53,FALSE,FALSE
6/12/1990,Belgium,Europe,South Korea,Asia,Belgium,Michel De Wolf,64,FALSE,FALSE
6/12/1990,Netherlands,Europe,Egypt,Africa,Netherlands,Wim Kieft,58,FALSE,FALSE
6/12/1990,Netherlands,Europe,Egypt,Africa,Egypt,Magdi Abdelghani,83,FALSE,TRUE
6/13/1990,Argentina,South America,Russia,Europe/Asia,Argentina,Pedro Troglio,27,FALSE,FALSE
6/13/1990,Argentina,South America,Russia,Europe/Asia,Argentina,Jorge Burruchaga,79,FALSE,FALSE
6/14/1990,Cameroon,Africa,Romania,Europe,Cameroon,Roger Milla,76,FALSE,FALSE
6/14/1990,Cameroon,Africa,Romania,Europe,Cameroon,Roger Milla,86,FALSE,FALSE
6/14/1990,Cameroon,Africa,Romania,Europe,Romania,Gavril Balint,88,FALSE,FALSE
6/14/1990,Italy,Europe,United States,North America,Italy,Giuseppe Giannini,11,FALSE,FALSE
6/14/1990,Yugoslavia,Europe,Colombia,South America,Yugoslavia,Davor Jozić,75,FALSE,FALSE
6/15/1990,Austria,Europe,Czechoslovakia,Europe,Czechoslovakia,Michal Bílek,31,FALSE,TRUE
6/15/1990,Germany,Europe,United Arab Emirates,Asia,Germany,Rudi Völler,35,FALSE,FALSE
6/15/1990,Germany,Europe,United Arab Emirates,Asia,Germany,Jürgen Klinsmann,37,FALSE,FALSE
6/15/1990,Germany,Europe,United Arab Emirates,Asia,United Arab Emirates,Khalid Ismaïl,46,FALSE,FALSE
6/15/1990,Germany,Europe,United Arab Emirates,Asia,Germany,Lothar Matthäus,47,FALSE,FALSE
6/15/1990,Germany,Europe,United Arab Emirates,Asia,Germany,Uwe Bein,58,FALSE,FALSE
6/15/1990,Germany,Europe,United Arab Emirates,Asia,Germany,Rudi Völler,75,FALSE,FALSE
6/16/1990,Brazil,South America,Costa Rica,North America,Brazil,Müller,33,FALSE,FALSE
6/16/1990,Sweden,Europe,Scotland,Europe,Scotland,Stuart McCall,11,FALSE,FALSE
6/16/1990,Sweden,Europe,Scotland,Europe,Scotland,Mo Johnston,81,FALSE,TRUE
6/16/1990,Sweden,Europe,Scotland,Europe,Sweden,Glenn Strömberg,86,FALSE,FALSE
6/17/1990,Belgium,Europe,Uruguay,South America,Belgium,Lei Clijsters,15,FALSE,FALSE
6/17/1990,Belgium,Europe,Uruguay,South America,Belgium,Enzo Scifo,24,FALSE,FALSE
6/17/1990,Belgium,Europe,Uruguay,South America,Belgium,Jan Ceulemans,47,FALSE,FALSE
6/17/1990,Belgium,Europe,Uruguay,South America,Uruguay,Pablo Bengoechea,73,FALSE,FALSE
6/17/1990,South Korea,Asia,Spain,Europe,Spain,Míchel,23,FALSE,FALSE
6/17/1990,South Korea,Asia,Spain,Europe,South Korea,Hwangbo Kwan,43,FALSE,FALSE
6/17/1990,South Korea,Asia,Spain,Europe,Spain,Míchel,61,FALSE,FALSE
6/17/1990,South Korea,Asia,Spain,Europe,Spain,Míchel,81,FALSE,FALSE
6/18/1990,Argentina,South America,Romania,Europe,Argentina,Pedro Monzón,62,FALSE,FALSE
6/18/1990,Argentina,South America,Romania,Europe,Romania,Gavril Balint,68,FALSE,FALSE
6/18/1990,Cameroon,Africa,Russia,Europe/Asia,Russia,Oleh Protasov,20,FALSE,FALSE
6/18/1990,Cameroon,Africa,Russia,Europe/Asia,Russia,Andrei Zygmantovich,29,FALSE,FALSE
6/18/1990,Cameroon,Africa,Russia,Europe/Asia,Russia,Oleksandr Zavarov,52,FALSE,FALSE
6/18/1990,Cameroon,Africa,Russia,Europe/Asia,Russia,Igor Dobrovolski,63,FALSE,FALSE
6/19/1990,Austria,Europe,United States,North America,Austria,Andreas Ogris,49,FALSE,FALSE
6/19/1990,Austria,Europe,United States,North America,Austria,Gerhard Rodax,63,FALSE,FALSE
6/19/1990,Austria,Europe,United States,North America,United States,Bruce Murray,83,FALSE,FALSE
6/19/1990,Germany,Europe,Colombia,South America,Germany,Pierre Littbarski,88,FALSE,FALSE
6/19/1990,Germany,Europe,Colombia,South America,Colombia,Freddy Rincón,90,FALSE,FALSE
6/19/1990,Italy,Europe,Czechoslovakia,Europe,Italy,Salvatore Schillaci,9,FALSE,FALSE
6/19/1990,Italy,Europe,Czechoslovakia,Europe,Italy,Roberto Baggio,78,FALSE,FALSE
6/19/1990,Yugoslavia,Europe,United Arab Emirates,Asia,Yugoslavia,Safet Sušić,5,FALSE,FALSE
6/19/1990,Yugoslavia,Europe,United Arab Emirates,Asia,Yugoslavia,Darko Pančev,9,FALSE,FALSE
6/19/1990,Yugoslavia,Europe,United Arab Emirates,Asia,United Arab Emirates,Ali Thani Jumaa,22,FALSE,FALSE
6/19/1990,Yugoslavia,Europe,United Arab Emirates,Asia,Yugoslavia,Darko Pančev,46,FALSE,FALSE
6/19/1990,Yugoslavia,Europe,United Arab Emirates,Asia,Yugoslavia,Robert Prosinečki,90,FALSE,FALSE
6/20/1990,Brazil,South America,Scotland,Europe,Brazil,Müller,81,FALSE,FALSE
6/20/1990,Sweden,Europe,Costa Rica,North America,Sweden,Johnny Ekström,32,FALSE,FALSE
6/20/1990,Sweden,Europe,Costa Rica,North America,Costa Rica,Róger Flores,75,FALSE,FALSE
6/20/1990,Sweden,Europe,Costa Rica,North America,Costa Rica,Hernán Medford,87,FALSE,FALSE
6/21/1990,Belgium,Europe,Spain,Europe,Spain,Míchel,26,FALSE,TRUE
6/21/1990,Belgium,Europe,Spain,Europe,Belgium,Patrick Vervoort,29,FALSE,FALSE
6/21/1990,Belgium,Europe,Spain,Europe,Spain,Alberto Górriz,38,FALSE,FALSE
6/21/1990,England,Europe,Egypt,Africa,England,Mark Wright,58,FALSE,FALSE
6/21/1990,Republic of Ireland,Europe,Netherlands,Europe,Netherlands,Ruud Gullit,11,FALSE,FALSE
6/21/1990,Republic of Ireland,Europe,Netherlands,Europe,Republic of Ireland,Niall Quinn,71,FALSE,FALSE
6/21/1990,South Korea,Asia,Uruguay,South America,Uruguay,Daniel Fonseca,90,FALSE,FALSE
6/23/1990,Cameroon,Africa,Colombia,South America,Cameroon,Roger Milla,106,FALSE,FALSE
6/23/1990,Cameroon,Africa,Colombia,South America,Cameroon,Roger Milla,108,FALSE,FALSE
6/23/1990,Cameroon,Africa,Colombia,South America,Colombia,Bernardo Redín,115,FALSE,FALSE
6/23/1990,Czechoslovakia,Europe,Costa Rica,North America,Czechoslovakia,Tomáš Skuhravý,12,FALSE,FALSE
6/23/1990,Czechoslovakia,Europe,Costa Rica,North America,Costa Rica,Rónald González Brenes,55,FALSE,FALSE
6/23/1990,Czechoslovakia,Europe,Costa Rica,North America,Czechoslovakia,Tomáš Skuhravý,63,FALSE,FALSE
6/23/1990,Czechoslovakia,Europe,Costa Rica,North America,Czechoslovakia,Luboš Kubík,76,FALSE,FALSE
6/23/1990,Czechoslovakia,Europe,Costa Rica,North America,Czechoslovakia,Tomáš Skuhravý,82,FALSE,FALSE
6/24/1990,Brazil,South America,Argentina,South America,Argentina,Claudio Caniggia,81,FALSE,FALSE
6/24/1990,Germany,Europe,Netherlands,Europe,Germany,Jürgen Klinsmann,51,FALSE,FALSE
6/24/1990,Germany,Europe,Netherlands,Europe,Germany,Andreas Brehme,85,FALSE,FALSE
6/24/1990,Germany,Europe,Netherlands,Europe,Netherlands,Ronald Koeman,89,FALSE,TRUE
6/25/1990,Italy,Europe,Uruguay,South America,Italy,Salvatore Schillaci,65,FALSE,FALSE
6/25/1990,Italy,Europe,Uruguay,South America,Italy,Aldo Serena,83,FALSE,FALSE
6/26/1990,England,Europe,Belgium,Europe,England,David Platt,119,FALSE,FALSE
6/26/1990,Spain,Europe,Yugoslavia,Europe,Yugoslavia,Dragan Stojković,78,FALSE,FALSE
6/26/1990,Spain,Europe,Yugoslavia,Europe,Spain,Julio Salinas,84,FALSE,FALSE
6/26/1990,Spain,Europe,Yugoslavia,Europe,Yugoslavia,Dragan Stojković,93,FALSE,FALSE
6/30/1990,Italy,Europe,Republic of Ireland,Europe,Italy,Salvatore Schillaci,38,FALSE,FALSE
7/1/1990,Cameroon,Africa,England,Europe,England,David Platt,25,FALSE,FALSE
7/1/1990,Cameroon,Africa,England,Europe,Cameroon,Emmanuel Kundé,61,FALSE,TRUE
7/1/1990,Cameroon,Africa,England,Europe,Cameroon,Eugène Ekéké,65,FALSE,FALSE
7/1/1990,Cameroon,Africa,England,Europe,England,Gary Lineker,83,FALSE,TRUE
7/1/1990,Cameroon,Africa,England,Europe,England,Gary Lineker,105,FALSE,TRUE
7/1/1990,Germany,Europe,Czechoslovakia,Europe,Germany,Lothar Matthäus,25,FALSE,TRUE
7/3/1990,Italy,Europe,Argentina,South America,Italy,Salvatore Schillaci,17,FALSE,FALSE
7/3/1990,Italy,Europe,Argentina,South America,Argentina,Claudio Caniggia,67,FALSE,FALSE
7/4/1990,Germany,Europe,England,Europe,Germany,Andreas Brehme,60,FALSE,FALSE
7/4/1990,Germany,Europe,England,Europe,England,Gary Lineker,80,FALSE,FALSE
7/7/1990,Italy,Europe,England,Europe,Italy,Roberto Baggio,71,FALSE,FALSE
7/7/1990,Italy,Europe,England,Europe,England,David Platt,81,FALSE,FALSE
7/7/1990,Italy,Europe,England,Europe,Italy,Salvatore Schillaci,86,FALSE,TRUE
7/8/1990,Germany,Europe,Argentina,South America,Germany,Andreas Brehme,85,FALSE,TRUE
9/5/1990,Iceland,Europe,France,Europe,France,Jean-Pierre Papin,12,FALSE,FALSE
9/5/1990,Iceland,Europe,France,Europe,France,Eric Cantona,74,FALSE,FALSE
9/5/1990,Iceland,Europe,France,Europe,Iceland,Atli Eðvaldsson,85,FALSE,FALSE
9/12/1990,Faroe Islands,Europe,Austria,Europe,Faroe Islands,Torkil Nielsen,61,FALSE,FALSE
9/12/1990,Northern Ireland,Europe,Yugoslavia,Europe,Yugoslavia,Darko Pančev,36,FALSE,FALSE
9/12/1990,Northern Ireland,Europe,Yugoslavia,Europe,Yugoslavia,Robert Prosinečki,86,FALSE,FALSE
9/12/1990,Russia,Europe/Asia,Norway,Europe,Russia,Andrei Kanchelskis,22,FALSE,FALSE
9/12/1990,Russia,Europe/Asia,Norway,Europe,Russia,Oleh Kuznetsov,60,FALSE,FALSE
9/12/1990,Scotland,Europe,Romania,Europe,Romania,Rodion Cămătaru,13,FALSE,FALSE
9/12/1990,Scotland,Europe,Romania,Europe,Scotland,John Robertson,37,FALSE,FALSE
9/12/1990,Scotland,Europe,Romania,Europe,Scotland,Ally McCoist,76,FALSE,FALSE
9/12/1990,Switzerland,Europe,Bulgaria,Europe,Switzerland,Marc Hottiger,19,FALSE,FALSE
9/12/1990,Switzerland,Europe,Bulgaria,Europe,Switzerland,Thomas Bickel,63,FALSE,FALSE
9/26/1990,Czechoslovakia,Europe,Iceland,Europe,Czechoslovakia,Václav Daněk,43,FALSE,FALSE
10/10/1990,Denmark,Europe,Faroe Islands,Europe,Denmark,Michael Laudrup,8,FALSE,FALSE
10/10/1990,Denmark,Europe,Faroe Islands,Europe,Faroe Islands,Allan Mørkøre,21,FALSE,FALSE
10/10/1990,Denmark,Europe,Faroe Islands,Europe,Denmark,Lars Elstrup,37,FALSE,FALSE
10/10/1990,Denmark,Europe,Faroe Islands,Europe,Denmark,Michael Laudrup,48,FALSE,FALSE
10/10/1990,Denmark,Europe,Faroe Islands,Europe,Denmark,Flemming Povlsen,89,FALSE,FALSE
10/10/1990,Spain,Europe,Iceland,Europe,Spain,Emilio Butragueño,44,FALSE,FALSE
10/10/1990,Spain,Europe,Iceland,Europe,Spain,Carlos Muñoz Cobo,63,FALSE,FALSE
10/10/1990,Spain,Europe,Iceland,Europe,Iceland,Sigurður Jónsson,66,FALSE,FALSE
10/13/1990,France,Europe,Czechoslovakia,Europe,France,Jean-Pierre Papin,60,FALSE,FALSE
10/13/1990,France,Europe,Czechoslovakia,Europe,France,Jean-Pierre Papin,83,FALSE,FALSE
10/13/1990,France,Europe,Czechoslovakia,Europe,Czechoslovakia,Tomáš Skuhravý,89,FALSE,FALSE
10/17/1990,England,Europe,Poland,Europe,England,Gary Lineker,39,FALSE,TRUE
10/17/1990,England,Europe,Poland,Europe,England,Peter Beardsley,89,FALSE,FALSE
10/17/1990,Hungary,Europe,Italy,Europe,Hungary,László Disztl,16,FALSE,FALSE
10/17/1990,Hungary,Europe,Italy,Europe,Italy,Roberto Baggio,54,FALSE,TRUE
10/17/1990,Northern Ireland,Europe,Denmark,Europe,Denmark,Jan Bartram,11,FALSE,TRUE
10/17/1990,Northern Ireland,Europe,Denmark,Europe,Northern Ireland,Colin Clarke,58,FALSE,FALSE
10/17/1990,Portugal,Europe,Netherlands,Europe,Portugal,Rui Águas,54,FALSE,FALSE
10/17/1990,Republic of Ireland,Europe,Turkey,Europe/Asia,Republic of Ireland,John Aldridge,15,FALSE,FALSE
10/17/1990,Republic of Ireland,Europe,Turkey,Europe/Asia,Republic of Ireland,David O'Leary,40,FALSE,FALSE
10/17/1990,Republic of Ireland,Europe,Turkey,Europe/Asia,Republic of Ireland,John Aldridge,58,FALSE,FALSE
10/17/1990,Republic of Ireland,Europe,Turkey,Europe/Asia,Republic of Ireland,Niall Quinn,66,FALSE,FALSE
10/17/1990,Republic of Ireland,Europe,Turkey,Europe/Asia,Republic of Ireland,John Aldridge,73,FALSE,FALSE
10/17/1990,Romania,Europe,Bulgaria,Europe,Bulgaria,Nasko Sirakov,28,FALSE,FALSE
10/17/1990,Romania,Europe,Bulgaria,Europe,Bulgaria,Nikolay Todorov,48,FALSE,FALSE
10/17/1990,Romania,Europe,Bulgaria,Europe,Bulgaria,Nikolay Todorov,76,FALSE,FALSE
10/17/1990,Scotland,Europe,Switzerland,Europe,Scotland,John Robertson,34,FALSE,TRUE
10/17/1990,Scotland,Europe,Switzerland,Europe,Scotland,Gary McAllister,53,FALSE,FALSE
10/17/1990,Scotland,Europe,Switzerland,Europe,Switzerland,Adrian Knup,65,FALSE,TRUE
10/17/1990,Wales,Europe,Belgium,Europe,Belgium,Bruno Versavel,24,FALSE,FALSE
10/17/1990,Wales,Europe,Belgium,Europe,Wales,Ian Rush,29,FALSE,FALSE
10/17/1990,Wales,Europe,Belgium,Europe,Wales,Dean Saunders,86,FALSE,FALSE
10/17/1990,Wales,Europe,Belgium,Europe,Wales,Mark Hughes,88,FALSE,FALSE
10/31/1990,Greece,Europe,Malta,Europe,Greece,Nikos Tsiantakis,37,FALSE,FALSE
10/31/1990,Greece,Europe,Malta,Europe,Greece,Vassilis Karapialis,40,FALSE,FALSE
10/31/1990,Greece,Europe,Malta,Europe,Greece,Dimitris Saravakos,59,FALSE,FALSE
10/31/1990,Greece,Europe,Malta,Europe,Greece,Stefanos Borbokis,88,FALSE,FALSE
10/31/1990,Hungary,Europe,Cyprus,Europe,Hungary,Emil Lőrincz,1,FALSE,FALSE
10/31/1990,Hungary,Europe,Cyprus,Europe,Cyprus,Panayiotis Xiourouppas,13,FALSE,FALSE
10/31/1990,Hungary,Europe,Cyprus,Europe,Hungary,Emil Lőrincz,19,FALSE,FALSE
10/31/1990,Hungary,Europe,Cyprus,Europe,Hungary,József Kiprich,20,FALSE,TRUE
10/31/1990,Hungary,Europe,Cyprus,Europe,Hungary,József Kiprich,67,FALSE,TRUE
10/31/1990,Hungary,Europe,Cyprus,Europe,Cyprus,Angelos Tsolakis,89,FALSE,FALSE
10/31/1990,Luxembourg,Europe,Germany,Europe,Germany,Jürgen Klinsmann,16,FALSE,FALSE
10/31/1990,Luxembourg,Europe,Germany,Europe,Germany,Uwe Bein,30,FALSE,FALSE
10/31/1990,Luxembourg,Europe,Germany,Europe,Germany,Rudi Völler,49,FALSE,FALSE
10/31/1990,Luxembourg,Europe,Germany,Europe,Luxembourg,Jean-Paul Girres,57,FALSE,FALSE
10/31/1990,Luxembourg,Europe,Germany,Europe,Luxembourg,Robby Langers,65,FALSE,FALSE
10/31/1990,Yugoslavia,Europe,Austria,Europe,Austria,Andreas Ogris,15,FALSE,FALSE
10/31/1990,Yugoslavia,Europe,Austria,Europe,Yugoslavia,Darko Pančev,32,FALSE,FALSE
10/31/1990,Yugoslavia,Europe,Austria,Europe,Yugoslavia,Srečko Katanec,43,FALSE,FALSE
10/31/1990,Yugoslavia,Europe,Austria,Europe,Yugoslavia,Darko Pančev,52,FALSE,FALSE
10/31/1990,Yugoslavia,Europe,Austria,Europe,Yugoslavia,Darko Pančev,85,FALSE,FALSE
11/14/1990,Bulgaria,Europe,Scotland,Europe,Scotland,Ally McCoist,9,FALSE,FALSE
11/14/1990,Bulgaria,Europe,Scotland,Europe,Bulgaria,Nikolay Todorov,74,FALSE,FALSE
11/14/1990,Cyprus,Europe,Norway,Europe,Norway,Gøran Sørloth,39,FALSE,FALSE
11/14/1990,Cyprus,Europe,Norway,Europe,Norway,Lars Bohinen,50,FALSE,FALSE
11/14/1990,Cyprus,Europe,Norway,Europe,Norway,Sverre Brandhaug,64,FALSE,FALSE
11/14/1990,Czechoslovakia,Europe,Spain,Europe,Czechoslovakia,Václav Daněk,16,FALSE,FALSE
11/14/1990,Czechoslovakia,Europe,Spain,Europe,Spain,Roberto Fernández Bonillo,30,FALSE,FALSE
11/14/1990,Czechoslovakia,Europe,Spain,Europe,Spain,Carlos Muñoz Cobo,54,FALSE,FALSE
11/14/1990,Czechoslovakia,Europe,Spain,Europe,Czechoslovakia,Václav Daněk,67,FALSE,FALSE
11/14/1990,Czechoslovakia,Europe,Spain,Europe,Czechoslovakia,Ľubomír Moravčík,77,FALSE,FALSE
11/14/1990,Denmark,Europe,Yugoslavia,Europe,Yugoslavia,Mehmed Baždarević,77,FALSE,FALSE
11/14/1990,Denmark,Europe,Yugoslavia,Europe,Yugoslavia,Robert Jarni,84,FALSE,FALSE
11/14/1990,Luxembourg,Europe,Wales,Europe,Wales,Ian Rush,15,FALSE,FALSE
11/14/1990,Republic of Ireland,Europe,England,Europe,England,David Platt,67,FALSE,FALSE
11/14/1990,Republic of Ireland,Europe,England,Europe,Republic of Ireland,Tony Cascarino,79,FALSE,FALSE
11/14/1990,San Marino,Europe,Switzerland,Europe,Switzerland,Alain Sutter,7,FALSE,FALSE
11/14/1990,San Marino,Europe,Switzerland,Europe,Switzerland,Stéphane Chapuisat,27,FALSE,FALSE
11/14/1990,San Marino,Europe,Switzerland,Europe,Switzerland,Adrian Knup,43,FALSE,FALSE
11/14/1990,San Marino,Europe,Switzerland,Europe,Switzerland,Frédéric Chassot,87,FALSE,FALSE
11/14/1990,Turkey,Europe/Asia,Poland,Europe,Poland,Dariusz Dziekanowski,37,FALSE,FALSE
11/17/1990,Albania,Europe,France,Europe,France,Basile Boli,25,FALSE,FALSE
11/21/1990,Netherlands,Europe,Greece,Europe,Netherlands,Dennis Bergkamp,7,FALSE,FALSE
11/21/1990,Netherlands,Europe,Greece,Europe,Netherlands,Marco van Basten,18,FALSE,FALSE
11/25/1990,Malta,Europe,Finland,Europe,Malta,Hubert Suda,37,FALSE,FALSE
11/25/1990,Malta,Europe,Finland,Europe,Finland,Erik Holmgren,87,FALSE,FALSE
12/5/1990,Romania,Europe,San Marino,Europe,Romania,Ioan Sabău,2,FALSE,FALSE
12/5/1990,Romania,Europe,San Marino,Europe,Romania,Dorin Mateuț,18,FALSE,FALSE
12/5/1990,Romania,Europe,San Marino,Europe,Romania,Florin Răducioiu,43,FALSE,FALSE
12/5/1990,Romania,Europe,San Marino,Europe,Romania,Ioan Lupescu,56,FALSE,FALSE
12/5/1990,Romania,Europe,San Marino,Europe,Romania,Pavel Badea,77,FALSE,FALSE
12/5/1990,Romania,Europe,San Marino,Europe,Romania,Dan Petrescu,85,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Marco van Basten,9,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Marco van Basten,20,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Marco van Basten,23,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Aron Winter,53,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Dennis Bergkamp,60,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Marco van Basten,64,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Dennis Bergkamp,66,FALSE,FALSE
12/19/1990,Malta,Europe,Netherlands,Europe,Netherlands,Marco van Basten,80,FALSE,TRUE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Guillermo Amor,21,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Carlos Muñoz Cobo,24,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Emilio Butragueño,31,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Fernando Hierro,40,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Emilio Butragueño,57,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Carlos Muñoz Cobo,65,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Emilio Butragueño,68,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,José Mari Bakero,76,FALSE,FALSE
12/19/1990,Spain,Europe,Albania,Europe,Spain,Emilio Butragueño,88,FALSE,FALSE
12/22/1990,Cyprus,Europe,Italy,Europe,Italy,Pietro Vierchowod,15,FALSE,FALSE
12/22/1990,Cyprus,Europe,Italy,Europe,Italy,Aldo Serena,22,FALSE,FALSE
12/22/1990,Cyprus,Europe,Italy,Europe,Italy,Attilio Lombardo,44,FALSE,FALSE
12/22/1990,Cyprus,Europe,Italy,Europe,Italy,Aldo Serena,50,FALSE,FALSE
1/23/1991,Greece,Europe,Portugal,Europe,Greece,Stefanos Borbokis,7,FALSE,FALSE
1/23/1991,Greece,Europe,Portugal,Europe,Portugal,Rui Águas,18,FALSE,FALSE
1/23/1991,Greece,Europe,Portugal,Europe,Portugal,Paulo Futre,62,FALSE,FALSE
1/23/1991,Greece,Europe,Portugal,Europe,Greece,Stelios Manolas,68,FALSE,FALSE
1/23/1991,Greece,Europe,Portugal,Europe,Greece,Panagiotis Tsalouchidis,85,FALSE,FALSE
2/9/1991,Malta,Europe,Portugal,Europe,Portugal,Paulo Futre,27,FALSE,FALSE
2/20/1991,France,Europe,Spain,Europe,Spain,José Mari Bakero,10,FALSE,FALSE
2/20/1991,France,Europe,Spain,Europe,France,Franck Sauzée,14,FALSE,FALSE
2/20/1991,France,Europe,Spain,Europe,France,Jean-Pierre Papin,58,FALSE,FALSE
2/20/1991,France,Europe,Spain,Europe,France,Laurent Blanc,76,FALSE,FALSE
2/20/1991,Portugal,Europe,Malta,Europe,Portugal,Rui Águas,5,FALSE,FALSE
2/20/1991,Portugal,Europe,Malta,Europe,Portugal,José Leal,34,FALSE,FALSE
2/20/1991,Portugal,Europe,Malta,Europe,Portugal,Vítor Paneira,41,FALSE,TRUE
2/20/1991,Portugal,Europe,Malta,Europe,Portugal,Charles Scerri,48,TRUE,FALSE
